SOC,Description,"Employed in Industry (2025)","Employed in Industry (2026)","Employed in Industry (2030)","Change (2026 - 2030)","% Change (2026 - 2030)","% of Total Jobs in Industry (2025)","Median Hourly Earnings","Typical Entry Level Education","Work Experience Required","Typical On-The-Job Training"
13-2011,"Accountants and Auditors",316.787734511,326.410705517,350.493166488,24.0824609711,0.0737796296629,0.012789987995,43.1089648075,"Bachelor's degree",None,None
13-1082,"Project Management Specialists",311.345143818,317.463475692,334.118153841,16.6546781493,0.0524617142586,0.0125702488384,54.4154343989,"Bachelor's degree",None,None
15-1252,"Software Developers",303.258685518,311.830179011,337.852821324,26.0226423131,0.0834513272436,0.0122437661709,73.4116993984,"Bachelor's degree",None,None
43-1011,"First-Line Supervisors of Office and Administrative Support Workers",298.172365271,305.794212068,323.928778782,18.1345667133,0.0593031718641,0.0120384110772,34.4107740894,"High school diploma or equivalent","Less than 5 years",None
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",280.257938389,288.560721775,309.733506156,21.1727843809,0.0733737573522,0.0113151340062,40.6028228432,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
51-2098,"Miscellaneous Assemblers and Fabricators",277.165787679,279.837886497,290.976949155,11.1390626574,0.039805413044,0.0111902915134,21.0981099345,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",250.048552366,255.224342458,267.58306193,12.358719472,0.0484229652744,0.0100954602547,25.3919425202,"High school diploma or equivalent",None,"Short-term on-the-job training"
49-9071,"Maintenance and Repair Workers, General",241.080178187,243.689749255,251.102707835,7.41295857986,0.0304196569717,0.00973337111556,26.6236216066,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
53-7064,"Packers and Packagers, Hand",196.555538116,198.550540953,206.665922258,8.1153813048,0.0408731261362,0.00793573329707,17.5055022418,"No formal educational credential",None,"Short-term on-the-job training"
37-1011,"First-Line Supervisors of Housekeeping and Janitorial Workers",180.863290126,183.318848108,190.153872278,6.83502417075,0.0372848959139,0.0073021744766,26.9314844591,"High school diploma or equivalent","Less than 5 years",None
47-2061,"Construction Laborers",180.639397402,183.07573798,190.319980495,7.24424251486,0.0395696480308,0.00729313503177,26.8528906879,"No formal educational credential",None,"Short-term on-the-job training"
47-4071,"Septic Tank Servicers and Sewer Pipe Cleaners",179.173774141,181.225815929,185.532266227,4.3064502984,0.0237628964523,0.00723396195824,29.8605025254,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
13-1111,"Management Analysts",175.287721886,179.908113279,192.437123262,12.5290099824,0.0696411615576,0.00707706648446,56.4777337062,"Bachelor's degree","Less than 5 years",None
13-1161,"Market Research Analysts and Marketing Specialists",172.060868342,177.253197694,190.787806446,13.5346087523,0.0763574870772,0.00694678549945,44.3914768596,"Bachelor's degree",None,None
43-3021,"Billing and Posting Clerks",149.874412146,152.543908144,157.416637493,4.87272934882,0.0319431264617,0.00605102951686,26.3100584616,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
15-1232,"Computer User Support Specialists",143.479275993,144.739801768,147.749261974,3.00946020577,0.0207922089778,0.00579283228978,32.2581553392,"Some college, no degree",None,None
43-5071,"Shipping, Receiving, and Inventory Clerks",140.834110533,142.181685697,145.349038213,3.16735251644,0.0222767967683,0.00568603637947,22.6206934293,"High school diploma or equivalent",None,"Short-term on-the-job training"
37-2021,"Pest Control Workers",140.550181945,137.339230637,127.859538122,-9.47969251502,-0.0690239232523,0.0056745730467,24.5363908137,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",138.552697111,142.069450117,150.616367628,8.54691751165,0.060160136501,0.005593926594,32.6546382236,"High school diploma or equivalent","Less than 5 years",None
31-1131,"Nursing Assistants",135.255290967,137.377707322,145.085861905,7.70815458254,0.0561092096584,0.00546079711829,23.381730326,"Postsecondary nondegree award",None,None
25-3031,"Substitute Teachers, Short-Term",133.860617494,133.97877595,137.084882215,3.10610626543,0.0231835695125,0.0054044885715,26.7150482517,"Bachelor's degree",None,None
53-7051,"Industrial Truck and Tractor Operators",132.081426659,133.988514229,140.757387392,6.76887316334,0.0505183089931,0.0053326555207,25.3099644527,"No formal educational credential",None,"Short-term on-the-job training"
33-9091,"Crossing Guards and Flaggers",131.878118302,138.317738717,155.139034377,16.8212956605,0.121613437413,0.00532444714912,25.29,"No formal educational credential",None,"Short-term on-the-job training"
33-9099,"Protective Service Workers, All Other",130.209845473,136.006579963,151.174602123,15.1680221602,0.111524178936,0.00525709230189,18.6058145502,"High school diploma or equivalent",None,"Short-term on-the-job training"
53-7065,"Stockers and Order Fillers",126.699994091,127.939065766,132.583064127,4.64399836026,0.0362985170514,0.00511538556219,19.7230687786,"High school diploma or equivalent",None,"Short-term on-the-job training"
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",120.049038417,121.90522949,127.573213137,5.66798364679,0.0464950000136,0.00484685987776,28.1436686129,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
33-1091,"First-Line Supervisors of Security Workers",119.897792739,127.861051299,147.047233469,19.1861821703,0.150054938352,0.00484075348476,28.7845530242,"High school diploma or equivalent","Less than 5 years",None
31-1128,"Home Health and Personal Care Aides",115.117714014,118.96717558,130.277123626,11.3099480459,0.0950678032889,0.00464776258626,20.7217081649,"High school diploma or equivalent",None,"Short-term on-the-job training"
43-4171,"Receptionists and Information Clerks",110.858102642,112.991646563,117.946323271,4.95467670852,0.0438499381083,0.00447578503672,20.3347398054,"High school diploma or equivalent",None,"Short-term on-the-job training"
11-3031,"Financial Managers",110.541147752,115.623511163,129.569912248,13.946401085,0.12061907604,0.00446298830001,79.3209756057,"Bachelor's degree","5 years or more",None
49-2098,"Security and Fire Alarm Systems Installers",106.550254571,110.585676352,122.189563231,11.6038868784,0.104931192367,0.00430185997868,28.467,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
15-1211,"Computer Systems Analysts",106.273649496,108.459034042,114.851726743,6.39269270125,0.0589410809132,0.00429069232536,58.4694824003,"Bachelor's degree",None,None
51-9199,"Production Workers, All Other",101.024502908,102.946194295,108.735602272,5.78940797686,0.056237221944,0.00407876328102,20.3199633995,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
15-1299,"Computer Occupations, All Other",96.4029648681,98.3414788438,103.996571466,5.65509262269,0.0575046530638,0.00389217330416,60.9376143038,"Bachelor's degree",None,None
47-1011,"First-Line Supervisors of Construction Trades and Extraction Workers",92.2669755893,94.0064169451,98.0287241362,4.02230719107,0.0427875811225,0.00372518687299,46.2722957928,"High school diploma or equivalent","5 years or more",None
43-3011,"Bill and Account Collectors",90.5217658532,91.4603272478,93.1606302165,1.70030296868,0.0185906066581,0.00365472577509,20.352064309,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
43-5061,"Production, Planning, and Expediting Clerks",89.869900197,90.9623412994,93.6161915269,2.6538502275,0.029175262967,0.00362840735109,30.3895599164,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
41-2021,"Counter and Rental Clerks",89.3817334529,91.8547821921,99.8108375473,7.95605535522,0.0866155813051,0.00360869810696,21.3707823725,"No formal educational credential",None,"Short-term on-the-job training"
13-1151,"Training and Development Specialists",89.2327054597,92.0323003283,100.020564125,7.98826379666,0.0867984801876,0.00360268125076,41.1552910592,"Bachelor's degree","Less than 5 years",None
53-7061,"Cleaners of Vehicles and Equipment",88.6376062982,90.532023693,94.9443988805,4.41237518748,0.0487382807485,0.00357865471721,19.0440661798,"No formal educational credential",None,"Short-term on-the-job training"
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",85.7927278169,87.7665107846,92.5329226042,4.7664118196,0.0543078650045,0.00346379559339,32.1219863549,"High school diploma or equivalent","Less than 5 years",None
53-3033,"Light Truck Drivers",83.8054550587,86.1228521648,92.2101725684,6.08732040355,0.0706818254451,0.00338356144304,20.9407140114,"High school diploma or equivalent",None,"Short-term on-the-job training"
13-1028,"Buyers and Purchasing Agents",81.9250607927,84.2523558558,90.644356367,6.39200051115,0.0758673208152,0.00330764240493,37.3532870525,"Bachelor's degree",None,"Moderate-term on-the-job training"
11-9199,"Managers, All Other",80.0812943295,82.9255755094,90.1398166643,7.21424115492,0.0869965762746,0.00323320217773,77.931619307,"Bachelor's degree","Less than 5 years",None
41-2031,"Retail Salespersons",79.2353898816,81.9785919114,89.5079309334,7.52933902195,0.0918451859979,0.00319904963155,16.9612696731,"No formal educational credential",None,"Short-term on-the-job training"
37-3013,"Tree Trimmers and Pruners",76.7416875835,78.7620809808,83.5600677491,4.79798676838,0.0609174708012,0.00309836889495,29.203949189,"High school diploma or equivalent",None,"Short-term on-the-job training"
29-2072,"Medical Records Specialists",75.3865242647,77.5606193114,83.2350203907,5.67440107927,0.0731608531449,0.00304365553111,30.567431702,"Postsecondary nondegree award",None,None
11-3021,"Computer and Information Systems Managers",75.0064389854,78.1010056957,86.6651411087,8.56413541302,0.109654611189,0.00302830996804,93.4130432172,"Bachelor's degree","5 years or more",None
47-2073,"Operating Engineers and Other Construction Equipment Operators",72.4316391781,73.8335683404,76.9033373394,3.06976899899,0.0415768744216,0.00292435500061,40.2825615093,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
51-9111,"Packaging and Filling Machine Operators and Tenders",70.8305877866,72.5177913148,77.6623887749,5.1445974601,0.0709425558449,0.00285971415171,18.9780605281,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
15-2051,"Data Scientists",70.3099955252,74.0434652937,86.0551799956,12.0117147019,0.162225182928,0.00283869575975,68.4412756836,"Bachelor's degree",None,None
43-6011,"Executive Secretaries and Executive Administrative Assistants",69.5804935702,70.4776814998,71.2898861184,0.812204618621,0.0115242811815,0.00280924284782,35.241658593,"High school diploma or equivalent","Less than 5 years",None
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",67.6809346685,69.1943588229,72.6426000337,3.44824121083,0.049834137775,0.00273255005671,25.542,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",66.3809234229,67.9719829387,72.2309848517,4.25900191299,0.0626581972285,0.00268006340267,42.5591544539,"High school diploma or equivalent","Less than 5 years",None
13-1041,"Compliance Officers",65.9447996456,67.4512917107,71.4839696764,4.0326779657,0.0597865194783,0.00266245534128,41.4670093263,"Bachelor's degree",None,"Moderate-term on-the-job training"
47-2111,Electricians,65.5534395857,65.9119380173,68.1149860291,2.20304801181,0.033424112203,0.00264665457022,44.6732287131,"High school diploma or equivalent",None,Apprenticeship
41-9011,"Demonstrators and Product Promoters",64.7294199847,65.2336976498,67.6053279957,2.37163034592,0.0363559085467,0.00261338560284,16.9692943586,"No formal educational credential",None,"Short-term on-the-job training"
47-2031,Carpenters,63.4591306895,64.7376102892,68.6333391502,3.89572886106,0.0601772114178,0.00256209894283,33.4233961488,"High school diploma or equivalent",None,Apprenticeship
43-3051,"Payroll and Timekeeping Clerks",62.4839714734,63.0091820953,62.9576823027,-0.0514997925523,-0.000817337899649,0.00252272786464,27.9903408257,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
11-3121,"Human Resources Managers",61.9042145749,64.0930808513,69.7618128501,5.66873199877,0.0884453036658,0.00249932075961,82.9460615703,"Bachelor's degree","5 years or more",None
49-9099,"Installation, Maintenance, and Repair Workers, All Other",59.5450484127,61.1066344505,65.4867649731,4.3801305226,0.0716801139841,0.00240407178497,26.8651220387,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",59.338498082,61.3801759732,66.5157718758,5.13559590258,0.0836686409114,0.00239573252191,35.118,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
43-6013,"Medical Secretaries and Administrative Assistants",57.598140827,59.6902869536,64.6386146989,4.94832774529,0.0829000495363,0.00232546733809,28.0200303894,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
13-1121,"Meeting, Convention, and Event Planners",55.9961507376,58.3374087066,64.2636784716,5.92626976499,0.101586098806,0.00226078859021,30.033,"Bachelor's degree",None,None
15-1244,"Network and Computer Systems Administrators",55.9548958171,56.5620587927,57.6967487264,1.13468993365,0.0200609729892,0.00225912296405,48.4884478335,"Bachelor's degree",None,None
49-3031,"Bus and Truck Mechanics and Diesel Engine Specialists",55.3900893218,56.4757112057,58.8165435108,2.34083230505,0.0414484785596,0.00223631946661,37.8052158727,"High school diploma or equivalent",None,"Long-term on-the-job training"
51-9198,"Helpers--Production Workers",54.8734484792,54.7352231645,54.8580138209,0.122790656437,0.00224335719009,0.00221546060922,20.3441982328,"High school diploma or equivalent",None,"Short-term on-the-job training"
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",54.8717955639,55.302873118,56.4009237071,1.09805058907,0.0198552177701,0.00221539387442,20.2760571885,"High school diploma or equivalent",None,"Short-term on-the-job training"
11-2022,"Sales Managers",53.4101211781,55.2852774111,59.9977476269,4.71247021577,0.0852391529254,0.00215638023276,74.6685654049,"Bachelor's degree","Less than 5 years",None
37-2019,"Building Cleaning Workers, All Other",51.0412450389,51.9955565145,54.4332470104,2.43769049596,0.0468826695851,0.0020607392275,20.6074545885,"No formal educational credential",None,"Short-term on-the-job training"
11-2021,"Marketing Managers",45.6945151243,47.2620097085,51.6014457888,4.33943608035,0.0918165796824,0.0018448703539,75.408990653,"Bachelor's degree","5 years or more",None
43-9041,"Insurance Claims and Policy Processing Clerks",43.6359001663,45.0173381407,48.5543214356,3.53698329488,0.0785693566294,0.00176175583357,26.2822954307,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
13-1051,"Cost Estimators",43.4019387967,43.9559905191,44.8013156094,0.845325090277,0.0192311691829,0.00175230987723,37.341,"Bachelor's degree",None,"Moderate-term on-the-job training"
31-9092,"Medical Assistants",42.8812926115,44.0803838833,47.4146358826,3.33425199932,0.0756402668395,0.00173128930815,27.5802869981,"Postsecondary nondegree award",None,None
29-2061,"Licensed Practical and Licensed Vocational Nurses",42.7806356194,43.9084142539,47.1527014546,3.2442872007,0.0738875966218,0.00172722538275,37.1394213444,"Postsecondary nondegree award",None,None
51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",41.33790711,41.0675879009,40.7144779436,-0.353109957304,-0.00859826387068,0.0016689766619,23.0661878518,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
51-6011,"Laundry and Dry-Cleaning Workers",41.1255688122,41.681560504,43.238830771,1.55727026699,0.0373611315929,0.00166040371547,18.8545524152,"No formal educational credential",None,"Short-term on-the-job training"
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",40.4558734303,41.3543746072,44.064590294,2.71021568683,0.0655363722115,0.00163336543411,18.054,"No formal educational credential",None,"Short-term on-the-job training"
33-2011,Firefighters,40.1287256554,42.6310109011,49.0644933956,6.4334824945,0.150910859455,0.00162015716985,46.6278191322,"Postsecondary nondegree award",None,"Long-term on-the-job training"
25-9045,"Teaching Assistants, Except Postsecondary",39.2490994768,39.5431028517,40.4230920572,0.879989205488,0.0222539239975,0.00158464314251,22.7327297416,"Some college, no degree",None,None
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",38.5429210244,39.0884098211,40.2412921467,1.15288232557,0.0294942242686,0.00155613189367,26.3557258904,"Associate's degree",None,None
41-3041,"Travel Agents",38.2969781959,35.7117093363,28.6000046283,-7.11170470801,-0.199142097653,0.00154620219791,28.638,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
47-2152,"Plumbers, Pipefitters, and Steamfitters",37.4916959967,38.3836633934,40.9245027236,2.54083933015,0.0661958527539,0.00151368973439,37.7951152909,"High school diploma or equivalent",None,Apprenticeship
13-2051,"Financial and Investment Analysts",37.4890364057,38.5570457123,41.225710871,2.66866515877,0.0692134241478,0.00151358235606,48.5525598785,"Bachelor's degree",None,None
43-4151,"Order Clerks",37.4192207507,37.5455975964,37.5255059082,-0.0200916881968,-0.000535127670967,0.00151076361881,20.7309580856,"Some college, no degree",None,"Short-term on-the-job training"
23-1011,Lawyers,35.1755570241,36.3121922614,39.3095872181,2.9973949567,0.0825451389749,0.0014201779395,71.2569248935,"Doctoral or professional degree",None,None
13-1141,"Compensation, Benefits, and Job Analysis Specialists",33.942325436,35.0883538241,38.0259938807,2.93764005666,0.0837212276013,0.00137038744735,42.0292015618,"Bachelor's degree","Less than 5 years",None
13-1081,Logisticians,33.9213283537,35.0025106572,38.209001855,3.20649119781,0.0916074629392,0.00136953971115,50.4948349688,"Bachelor's degree",None,None
29-2018,"Clinical Laboratory Technologists and Technicians",33.6484933205,34.0544891838,35.6798655708,1.62537638692,0.0477286967408,0.00135852426952,33.350007116,"Bachelor's degree",None,None
51-4121,"Welders, Cutters, Solderers, and Brazers",33.4072656138,33.7918248117,35.2050335431,1.4132087314,0.0418210244424,0.00134878494209,29.5930260812,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
35-3041,"Food Servers, Nonrestaurant",32.9408335729,33.16659241,33.9552642865,0.788671876521,0.0237791047923,0.00132995321487,17.3608537587,"No formal educational credential",None,"Short-term on-the-job training"
11-3012,"Administrative Services Managers",32.8649652691,34.109748108,37.3571817229,3.24743361487,0.0952054411129,0.00132689010797,60.441675713,"Bachelor's degree","Less than 5 years",None
41-9099,"Sales and Related Workers, All Other",32.3226051455,33.482512682,36.489790732,3.00727805001,0.0898163790327,0.00130499286034,30.4254913359,"High school diploma or equivalent",None,None
27-1026,"Merchandise Displayers and Window Trimmers",32.1867389349,34.0828496198,38.4658578289,4.38300820906,0.128598642952,0.00129950739795,20.1799020347,"High school diploma or equivalent",None,"Short-term on-the-job training"
43-9021,"Data Entry Keyers",31.8516380094,31.8820818906,30.8096919113,-1.07238997935,-0.0336361340212,0.00128597803318,19.9046492872,"High school diploma or equivalent",None,"Short-term on-the-job training"
15-1255,"Web and Digital Interface Designers",31.8033978846,32.5579290927,34.7487121926,2.19078309994,0.0672887729959,0.00128403038638,57.2871080263,"Bachelor's degree",None,None
15-1253,"Software Quality Assurance Analysts and Testers",31.445690031,31.985804867,33.8143576726,1.82855280558,0.0571676346173,0.0012695882895,57.332740121,"Bachelor's degree",None,None
27-1024,"Graphic Designers",30.8271670453,31.764834116,33.6945078731,1.92967375714,0.0607487434091,0.00124461604247,35.8957855029,"Bachelor's degree",None,None
11-9111,"Medical and Health Services Managers",30.497434485,32.2342466655,37.2215992506,4.98735258514,0.154722169775,0.00123130342008,70.761021385,"Bachelor's degree","Less than 5 years",None
51-1011,"First-Line Supervisors of Production and Operating Workers",30.4313646605,31.3526828659,33.88172059,2.52903772409,0.0806641567136,0.00122863591698,35.2203066122,"High school diploma or equivalent","Less than 5 years",None
49-9041,"Industrial Machinery Mechanics",30.143961235,30.6253613685,31.9217215021,1.29636013367,0.042329627333,0.00121703229108,36.0720887268,"High school diploma or equivalent",None,"Long-term on-the-job training"
35-3031,"Waiters and Waitresses",29.8472216369,30.4454180891,32.3771036186,1.93168552958,0.0634474955783,0.00120505172654,21.096,"No formal educational credential",None,"Short-term on-the-job training"
41-9041,Telemarketers,29.6808482928,29.8149456549,29.3223304881,-0.492615166871,-0.0165224237727,0.00119833456915,16.7494372663,"No formal educational credential",None,"Short-term on-the-job training"
11-3013,"Facilities Managers",29.6574036535,30.1719044338,31.5271241055,1.35521967162,0.0449166102389,0.00119738801528,59.6326183285,"Bachelor's degree","Less than 5 years",None
31-9094,"Medical Transcriptionists",29.5533385246,30.0698982878,31.5807327288,1.51083444099,0.0502440821892,0.00119318648977,17.1940569109,"Postsecondary nondegree award",None,None
15-1212,"Information Security Analysts",28.4445872015,29.6486363282,33.5963744157,3.94773808754,0.133150747435,0.00114842176384,71.6182232717,"Bachelor's degree","Less than 5 years",None
15-1241,"Computer Network Architects",27.8036421032,28.5651589276,30.9415624399,2.37640351229,0.0831923784606,0.00112254424644,73.6185282167,"Bachelor's degree","5 years or more",None
53-3053,"Shuttle Drivers and Chauffeurs",27.698219122,28.6668925216,30.3567379066,1.68984538497,0.0589476303962,0.001118287899,18.882,"No formal educational credential",None,"Short-term on-the-job training"
35-3023,"Fast Food and Counter Workers",27.6046393994,28.4195016601,30.6599935218,2.24049186168,0.0788364232588,0.00111450971127,16.578,"No formal educational credential",None,"Short-term on-the-job training"
33-3012,"Correctional Officers and Jailers",27.2239024154,25.8925900718,23.9232705146,-1.96931955724,-0.0760572639422,0.00109913783628,36.7423393465,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
27-3031,"Public Relations Specialists",27.047260888,27.9504008232,30.4123623551,2.46196153187,0.088083228124,0.00109200611125,40.3948847836,"Bachelor's degree",None,None
17-2051,"Civil Engineers",26.7173182032,26.9063607292,27.2805244356,0.374163706445,0.0139061432429,0.00107868500529,48.7570302453,"Bachelor's degree",None,None
11-1011,"Chief Executives",26.5766421768,27.6245669241,30.1801144387,2.55554751456,0.0925099575888,0.0010730053514,137.908265227,"Bachelor's degree","5 years or more",None
19-5011,"Occupational Health and Safety Specialists",26.1680612766,27.1398820981,29.9026261328,2.76274403462,0.101796464135,0.00105650930614,44.5572118076,"Bachelor's degree",None,None
35-2021,"Food Preparation Workers",26.1345674278,26.2731886798,27.0294129587,0.756224278927,0.0287831175783,0.00105515702548,18.1707959321,"No formal educational credential",None,"Short-term on-the-job training"
49-9094,"Locksmiths and Safe Repairers",26.0885188518,26.4075028671,26.828849673,0.421346805962,0.0159555717208,0.00105329786028,25.8311062756,"High school diploma or equivalent",None,"Long-term on-the-job training"
41-2011,Cashiers,26.0418235165,26.469199425,27.3321205842,0.862921159209,0.0326009542394,0.00105141258281,17.3828763701,"No formal educational credential",None,"Short-term on-the-job training"
35-9021,Dishwashers,25.8056701716,25.9668087874,26.7371931997,0.770384412356,0.0296680434883,0.00104187812766,17.082,"No formal educational credential",None,"Short-term on-the-job training"
41-1012,"First-Line Supervisors of Non-Retail Sales Workers",25.1789058165,25.8536250701,27.8450825125,1.99145744244,0.0770281705968,0.00101657314358,42.7607512384,"High school diploma or equivalent","Less than 5 years",None
33-9021,"Private Detectives and Investigators",25.1526481174,26.9360941744,31.6669641304,4.73086995599,0.175633108697,0.00101551301524,30.4864565455,"High school diploma or equivalent","Less than 5 years","Moderate-term on-the-job training"
43-9199,"Office and Administrative Support Workers, All Other",24.4950616053,24.9536405046,25.9347248384,0.981084333807,0.0393162806697,0.000988963617397,23.0395266125,"High school diploma or equivalent",None,"Short-term on-the-job training"
17-2112,"Industrial Engineers",24.4873691465,25.1942456619,27.4425398296,2.24829416776,0.0892383998288,0.000988653042067,55.7601939052,"Bachelor's degree",None,None
17-2141,"Mechanical Engineers",24.1814351457,24.5006673896,25.8287361896,1.32806879999,0.0542054132189,0.000976301262716,51.4235412923,"Bachelor's degree",None,None
51-3092,"Food Batchmakers",23.6646797079,23.4765274899,23.5313554844,0.0548279945039,0.002335438856,0.000955437778667,20.2192479079,"High school diploma or equivalent",None,"Moderate-term on-the-job training"
17-1012,"Landscape Architects",22.7508453515,23.2749161124,24.2971494502,1.02223333777,0.0439199579852,0.000918542630354,32.9934592969,"Bachelor's degree",None,Internship/residency
53-6021,"Parking Attendants",22.154207763,22.4154920526,23.423132619,1.00764056638,0.0449528640289,0.000894453984354,18.063,"No formal educational credential",None,"Short-term on-the-job training"
15-1254,"Web Developers",21.6452888838,22.1524735735,23.5959815346,1.44350796113,0.0651623827173,0.000873906893521,52.4080977609,"Bachelor's degree",None,None
13-1031,"Claims Adjusters, Examiners, and Investigators",21.6119801674,22.0055399499,22.6885039791,0.682964029203,0.0310360041498,0.000872562087404,36.0151792245,"High school diploma or equivalent",None,"Long-term on-the-job training"
35-2014,"Cooks, Restaurant",21.3916273239,22.0677412492,24.1742915572,2.10655030806,0.0954583563527,0.000863665561702,20.0648388803,"No formal educational credential","Less than 5 years","Moderate-term on-the-job training"
23-2011,"Paralegals and Legal Assistants",21.3838336368,22.0014104785,23.538419357,1.53700887851,0.0698595610499,0.000863350899378,37.3098481617,"Associate's degree",None,None
13-1131,Fundraisers,21.2300777418,21.7903736931,23.4791041585,1.68873046536,0.0774989217322,0.000857143158874,33.8559877559,"Bachelor's degree",None,None
49-3023,"Automotive Service Technicians and Mechanics",21.034840956,21.6093208503,23.0660373786,1.4567165283,0.0674114905503,0.000849260668882,27.2353935887,"Postsecondary nondegree award",None,"Short-term on-the-job training"
43-4199,"Information and Record Clerks, All Other",20.8964969861,21.624397887,23.1710130197,1.54661513263,0.0715217663266,0.00084367516944,23.7008419508,"High school diploma or equivalent",None,"Short-term on-the-job training"
